record_id,mainshock_id,time_utc,mainshock_mag,mainshock_lat,mainshock_lon,n_events,Mc,tmin_days,p,p_lo,p_hi,pop_sum_10km,pop_mean_10km,pop_max_10km,pop_sum_25km,pop_mean_25km,pop_max_25km,pop_sum_50km,pop_mean_50km,pop_max_50km
us7000e532|mainshock|all,us7000e532,2021-05-21 13:48:37.193000+00:00,6.1,25.7274,100.0082,51,1.5,0.01,0.6401568335313875,0.4670814638914275,0.7504047800234704,72443.04417282622,517.4503155201874,17940.517578125,425992.8376179076,544.7478741916976,17940.517578125,1276983.9703764252,382.5596076622005,17940.517578125
us7000i59t|mainshock|all,us7000i59t,2022-09-05 04:52:19.645000+00:00,6.6,29.6786,102.236,53,1.5,0.01,0.30311680312843636,0.2,0.470101733777362,7932.310272700928,220.34195201947023,999.4671630859376,56812.53266811671,373.7666622902415,9097.85546875,444813.9362812862,584.5123998440029,22195.427734375
usb000gcdd|mainshock|all,usb000gcdd,2013-04-20 00:02:47.540000+00:00,6.6,30.308,102.888,87,1.5,0.01,0.9277242698623986,0.826132269930823,1.0414293508233634,40802.38997167957,887.008477645208,7953.6240234375,162926.0630670225,395.45160938597695,10610.546875,996480.1561924346,415.5463537082713,21310.2734375
usb000rzmg|mainshock|all,usb000rzmg,2014-08-03 08:30:13.570000+00:00,6.2,27.1891,103.4086,55,1.5,0.01,0.6607441266551602,0.551112524330284,0.7808796804337277,37039.43541195671,156.94676022015554,2987.128662109375,457832.7602708731,305.22184018058203,29229.716796875,1783311.6353522348,327.0931099325449,29229.716796875
usp000c30u|mainshock|all,usp000c30u,2003-07-21 15:16:31.930000+00:00,6.0,25.975,101.29,34,1.5,0.01,0.4728222080167709,0.2,0.8470282796072396,1569.4360263190906,24.52243791123579,322.2485046386719,38085.65329591204,55.11671967570483,993.7886962890624,401381.0965705649,135.87714846667734,24693.3046875
usp000fd8a|mainshock|all,usp000fd8a,2007-06-02 21:34:57.780000+00:00,6.1,23.028,101.052,33,1.5,0.01,0.5069815054681815,0.2590768654015964,0.7199867449239313,128770.43398696632,529.9194814278449,17266.578125,189185.4659566483,224.15339568323256,17266.578125,602124.3865928499,234.8379042873829,17266.578125
usp000g650|mainshock|all,usp000g650,2008-05-12 06:28:01.570000+00:00,7.9,31.002,103.322,1006,1.5,0.01,1.1326032066589495,1.094975737206587,1.1800805840119106,2322.444851875305,193.5370709896088,775.7954711914062,43365.84055785865,230.6693646694609,6172.4228515625,1262426.3806753985,566.8730941515034,18878.404296875
usp000gdw4|mainshock|all,usp000gdw4,2008-08-05 09:49:17.260000+00:00,6.0,32.756,105.494,141,1.5,0.01,0.8121613386479452,0.5327625143240896,0.9443314457988711,14720.5840986434,98.13722732428934,1245.64111328125,89825.74625640226,141.45786812031852,6552.20947265625,788652.2158613829,250.52484620755493,17068.728515625
