radius_km,n,pearson_r,pearson_p,spearman_rho,spearman_p,slope,exact_permutation_p,n_permutations,loo_pearson_min,loo_pearson_max,loo_spearman_min,loo_spearman_max,mean_mae,mean_rmse,mean_r2,ols_mae,ols_rmse,ols_r2,ridge_mae,ridge_rmse,ridge_r2,ridge_alpha_median
10,8,-0.1155386323026744,0.7852852753996397,0.04761904761904763,0.9108491685195836,-0.04459569142521122,0.7827380952380952,40320,-0.4011487839514872,0.3538224583764336,-0.3571428571428572,0.3571428571428572,0.23610641590880918,0.2858592747503211,-0.30612244897959173,0.22179328561482908,0.29743563652770544,-0.4140518078238107,0.20337996642391692,0.25918162760238483,-0.07371184576807899,10.0
25,8,-0.03222501202721298,0.9396199195534813,0.09523809523809526,0.8225054302036114,-0.020293271446522057,0.9369047619047619,40320,-0.27529178736705373,0.3929084113431815,-0.28571428571428575,0.42857142857142866,0.23610641590880918,0.2858592747503211,-0.30612244897959173,0.17871680049015537,0.2164947565935333,0.2508408578345672,0.17074182141598032,0.21258223127512688,0.27767401059120933,10.0
50,8,0.6368435093188076,0.08949180471484636,0.6190476190476191,0.10173303745426478,0.7332631233234137,0.09129464285714285,40320,0.5040672484383596,0.7983702017871896,0.42857142857142866,0.7500000000000002,0.23610641590880918,0.2858592747503211,-0.30612244897959173,0.17944029328869363,0.20616358180745417,0.3206349189469272,0.16371125514233426,0.20019446113451156,0.35940516325633576,10.0
